gene_id,novel_isoform_count,gene_name
12:101969000,1,NA
12:116504000,1,NA
12:113037000,1,NA
12:104734000,1,NA
12:110835000,1,NA
12:111082000,1,NA
12:111233000,1,NA
12:111421000,1,NA
12:11149000,1,NA
12:111621000,1,NA
12:111649000,1,NA
12:112779000,1,NA
12:111770000,1,NA
12:111794000,1,NA
12:112147000,1,NA
12:112465000,1,NA
12:112466000,1,NA
12:112467000,1,NA
10:81028000,1,NA
12:112712000,1,NA
12:110937000,1,NA
12:111622000,1,NA
12:113343000,1,NA
12:110770000,1,NA
12:113344000,1,NA
12:113386000,1,NA
12:11369000,1,NA
12:116336000,1,NA
12:12426000,1,NA
12:112919000,1,NA
12:12986000,1,NA
12:15841000,1,NA
12:16585000,1,NA
12:16720000,1,NA
12:17036000,1,NA
12:17054000,1,NA
12:17334000,1,NA
12:112942000,1,NA
12:112871000,1,NA
12:105582000,1,NA
12:104731000,1,NA
12:36065000,1,NA
12:24715000,1,NA
12:25143000,1,NA
12:32430000,1,NA
12:26356000,1,NA
12:26492000,1,NA
12:26494000,1,NA
12:28709000,1,NA
12:28731000,1,NA
12:30065000,1,NA
12:30884000,1,NA
12:40521000,1,NA
12:42001000,1,NA
12:21319000,1,NA
12:57284000,1,NA
12:54905000,1,NA
12:55034000,1,NA
12:24764000,1,NA
12:24712000,1,NA
12:55263000,1,NA
12:24687000,1,NA
12:3297000,1,NA
12:36141000,1,NA
12:36246000,1,NA
12:36426000,1,NA
12:3713000,1,NA
12:37142000,1,NA
12:3962000,1,NA
12:40083000,1,NA
12:3300000,1,NA
12:32432000,1,NA
12:40896000,1,NA
12:25108000,1,NA
12:21373000,1,NA
12:21440000,1,NA
12:24608000,1,NA
12:55236000,1,NA
12:55325000,1,NA
12:104729000,1,NA
12:45596000,1,NA
12:46865000,1,NA
12:4729000,1,NA
12:4833000,1,NA
12:51423000,1,NA
12:48600000,1,NA
12:4927000,1,NA
12:4929000,1,NA
12:4957000,1,NA
12:4965000,1,NA
12:50388000,1,NA
12:5096000,1,NA
12:21370000,1,NA
12:17601000,1,NA
12:65108000,1,NA
12:105804000,1,NA
12:45779000,1,NA
12:45516000,1,NA
12:55429000,1,NA
12:44252000,1,NA
12:55442000,1,NA
12:57287000,1,NA
12:52045000,1,NA
12:58313000,1,NA
12:59005000,1,NA
12:59119000,1,NA
12:59247000,1,NA
12:59248000,1,NA
12:60033000,1,NA
12:64832000,1,NA
12:54718000,1,NA
12:51922000,1,NA
12:4263000,1,NA
12:47860000,1,NA
12:4297000,1,NA
10:81154000,1,NA
10:22020000,1,NA
10:80989000,1,NA
11:3291000,1,NA
11:31884000,1,NA
11:32376000,1,NA
11:3258000,1,NA
11:30166000,1,NA
11:32696000,1,NA
11:3272000,1,NA
11:32859000,1,NA
11:33123000,1,NA
10:80864000,1,NA
11:3365000,1,NA
11:3467000,1,NA
11:3081000,1,NA
11:30056000,1,NA
11:20773000,1,NA
11:23596000,1,NA
11:21099000,1,NA
11:31750000,1,NA
11:31321000,1,NA
11:31309000,1,NA
11:31307000,1,NA
11:120121000,1,NA
11:120235000,1,NA
11:120655000,1,NA
11:120260000,1,NA
11:120354000,1,NA
11:120355000,1,NA
11:120390000,1,NA
11:120515000,1,NA
11:120519000,1,NA
11:120544000,1,NA
11:20114000,1,NA
11:20602000,1,NA
11:35504000,1,NA
11:32573000,1,NA
11:30849000,1,NA
11:21507000,1,NA
11:22469000,1,NA
11:22784000,1,NA
10:17601000,1,NA
10:17776000,1,NA
10:18089000,1,NA
10:18409000,1,NA
10:19735000,1,NA
10:13391000,1,NA
10:19954000,1,NA
10:20216000,1,NA
10:20272000,1,NA
10:21875000,1,NA
10:23703000,1,NA
10:23780000,1,NA
10:14026000,1,NA
10:13319000,1,NA
10:25044000,1,NA
10:128556000,1,NA
10:17774000,1,NA
10:17600000,1,NA
11:22922000,1,NA
10:16701000,1,NA
11:22924000,1,NA
11:23255000,1,NA
11:23682000,1,NA
11:30049000,1,NA
11:26336000,1,NA
11:28335000,1,NA
11:29169000,1,NA
11:29170000,1,NA
11:29413000,1,NA
11:29462000,1,NA
11:29495000,1,NA
10:93268000,1,NA
10:93076000,1,NA
11:55391000,1,NA
10:18732000,1,NA
11:119898000,1,NA
11:119895000,1,NA
11:119893000,1,NA
11:54408000,1,NA
11:54608000,1,NA
11:54689000,1,NA
11:54770000,1,NA
11:5478000,1,NA
11:54869000,1,NA
11:55056000,1,NA
11:55284000,1,NA
11:53310000,1,NA
11:53247000,1,NA
11:50146000,1,NA
11:51471000,1,NA
11:50185000,1,NA
11:50280000,1,NA
11:50688000,1,NA
11:50694000,1,NA
11:53269000,1,NA
11:53755000,1,NA
11:50817000,1,NA
11:53667000,1,NA
12:67557000,1,NA
11:44456000,1,NA
11:44508000,1,NA
11:44684000,1,NA
11:44896000,1,NA
11:44897000,1,NA
11:4992000,1,NA
11:50063000,1,NA
11:35679000,1,NA
11:54407000,1,NA
11:53311000,1,NA
11:53434000,1,NA
11:53438000,1,NA
11:53492000,1,NA
11:53540000,1,NA
11:50696000,1,NA
11:5141000,1,NA
11:119789000,1,NA
11:121606000,1,NA
11:16205000,1,NA
11:120696000,1,NA
11:16467000,1,NA
11:16584000,1,NA
11:17149000,1,NA
11:17153000,1,NA
11:18410000,1,NA
11:18830000,1,NA
11:19811000,1,NA
11:120852000,1,NA
11:120671000,1,NA
11:20176000,1,NA
11:120180000,1,NA
11:11908000,1,NA
11:119271000,1,NA
11:12287000,1,NA
11:121402000,1,NA
11:51490000,1,NA
11:121321000,1,NA
11:53223000,1,NA
11:51533000,1,NA
11:51583000,1,NA
11:52137000,1,NA
11:52143000,1,NA
11:5226000,1,NA
11:53092000,1,NA
11:53150000,1,NA
11:35681000,1,NA
11:35599000,1,NA
11:119033000,1,NA
11:12466000,1,NA
11:120958000,1,NA
11:121113000,1,NA
11:121144000,1,NA
10:128393000,1,NA
10:128403000,1,NA
10:128452000,1,NA
10:119977000,1,NA
10:127965000,1,NA
10:127421000,1,NA
10:127580000,1,NA
10:127652000,1,NA
10:127847000,1,NA
10:127912000,1,NA
10:127925000,1,NA
10:127964000,1,NA
10:128020000,1,NA
10:127335000,1,NA
10:128027000,1,NA
10:128128000,1,NA
10:128168000,1,NA
10:128191000,1,NA
10:128198000,1,NA
10:128336000,1,NA
10:117649000,1,NA
10:128326000,1,NA
10:112762000,1,NA
10:101397000,1,NA
10:102880000,1,NA
10:105683000,1,NA
10:10659000,1,NA
10:106769000,1,NA
10:106940000,1,NA
10:107882000,1,NA
10:108250000,1,NA
10:112764000,1,NA
10:109517000,1,NA
10:110777000,1,NA
10:11090000,1,NA
10:111132000,1,NA
10:111820000,1,NA
10:112761000,1,NA
10:128231000,1,NA
10:127353000,1,NA
10:118691000,1,NA
10:127032000,1,NA
10:4955000,1,NA
10:92520000,1,NA
10:80625000,1,NA
10:80154000,1,NA
10:80216000,1,NA
10:80245000,1,NA
10:80402000,1,NA
10:80403000,1,NA
10:80450000,1,NA
10:80540000,1,NA
10:80704000,1,NA
10:79993000,1,NA
10:80737000,1,NA
10:80767000,1,NA
10:8080000,1,NA
10:46952000,1,NA
10:127018000,1,NA
10:127121000,1,NA
10:126928000,1,NA
10:120053000,1,NA
10:121588000,1,NA
10:120067000,1,NA
10:120804000,1,NA
10:121231000,1,NA
10:121246000,1,NA
10:121289000,1,NA
10:121311000,1,NA
10:121423000,1,NA
10:122789000,1,NA
10:127117000,1,NA
10:125055000,1,NA
10:126833000,1,NA
10:126835000,1,NA
10:126881000,1,NA
10:108114000,1,NA
10:11334000,1,NA
10:128460000,1,NA
10:41327000,1,NA
10:42188000,1,NA
10:42383000,1,NA
10:42578000,1,NA
10:42705000,1,NA
10:4317000,1,NA
10:40707000,1,NA
10:43316000,1,NA
10:43332000,1,NA
10:43391000,1,NA
10:44239000,1,NA
10:44942000,1,NA
10:45034000,1,NA
10:45400000,1,NA
10:40762000,1,NA
10:40286000,1,NA
10:42057000,1,NA
10:41320000,1,NA
10:34421000,1,NA
10:42706000,1,NA
10:128505000,1,NA
10:128513000,1,NA
10:128533000,1,NA
10:128635000,1,NA
10:13089000,1,NA
10:128636000,1,NA
10:128718000,1,NA
10:128794000,1,NA
10:12884000,1,NA
10:13005000,1,NA
10:130427000,1,NA
10:13083000,1,NA
10:24474000,1,NA
10:28907000,1,NA
10:128371000,1,NA
10:30521000,1,NA
10:31126000,1,NA
10:114640000,1,NA
10:116224000,1,NA
10:115125000,1,NA
10:115176000,1,NA
10:115204000,1,NA
10:115219000,1,NA
10:115685000,1,NA
10:116221000,1,NA
10:116419000,1,NA
10:113955000,1,NA
10:116742000,1,NA
10:116905000,1,NA
10:117123000,1,NA
10:117180000,1,NA
10:117184000,1,NA
10:117524000,1,NA
10:117569000,1,NA
10:115123000,1,NA
10:4953000,1,NA
10:31289000,1,NA
10:128345000,1,NA
10:31369000,1,NA
10:34028000,1,NA
10:34159000,1,NA
10:34177000,1,NA
10:34179000,1,NA
10:35584000,1,NA
10:40123000,1,NA
10:37009000,1,NA
10:37010000,1,NA
10:38847000,1,NA
10:39750000,1,NA
10:39766000,1,NA
10:39909000,1,NA
10:39951000,1,NA
10:128383000,1,NA
12:65069000,1,NA
11:98658000,1,NA
11:98944000,1,NA
11:87506000,1,NA
11:80193000,1,NA
11:80041000,1,NA
11:80065000,1,NA
11:80069000,1,NA
11:80070000,1,NA
11:80071000,1,NA
11:80090000,1,NA
11:80157000,1,NA
11:80251000,1,NA
11:79924000,1,NA
11:80294000,1,NA
11:80296000,1,NA
11:80363000,1,NA
11:80372000,1,NA
11:81959000,1,NA
11:77606000,1,NA
11:87870000,1,NA
11:82833000,1,NA
11:97605000,1,NA
11:96233000,1,NA
11:96237000,1,NA
11:96698000,1,NA
11:96708000,1,NA
11:96828000,1,NA
11:9686000,1,NA
11:97050000,1,NA
11:97096000,1,NA
11:97659000,1,NA
11:97097000,1,NA
11:97209000,1,NA
11:97289000,1,NA
11:97392000,1,NA
11:97575000,1,NA
11:97579000,1,NA
11:82768000,1,NA
11:79937000,1,NA
11:96212000,1,NA
11:79619000,1,NA
11:82855000,1,NA
11:87233000,1,NA
11:86474000,1,NA
11:85732000,1,NA
11:86100000,1,NA
11:86148000,1,NA
11:86157000,1,NA
11:86158000,1,NA
11:86389000,1,NA
11:86392000,1,NA
11:86475000,1,NA
11:85082000,1,NA
11:86477000,1,NA
11:86521000,1,NA
11:86702000,1,NA
11:82853000,1,NA
11:79471000,1,NA
11:79922000,1,NA
11:79469000,1,NA
11:82854000,1,NA
11:78095000,1,NA
11:77608000,1,NA
11:77756000,1,NA
11:77854000,1,NA
11:77921000,1,NA
11:78027000,1,NA
11:78071000,1,NA
11:78072000,1,NA
11:78413000,1,NA
11:79622000,1,NA
11:78457000,1,NA
11:78641000,1,NA
11:78904000,1,NA
11:79227000,1,NA
11:97052000,1,NA
11:97668000,1,NA
11:86924000,1,NA
11:94230000,1,NA
11:94234000,1,NA
11:94447000,1,NA
11:94690000,1,NA
11:94842000,1,NA
11:94946000,1,NA
11:93927000,1,NA
11:95160000,1,NA
11:95165000,1,NA
11:95384000,1,NA
11:95659000,1,NA
11:95754000,1,NA
11:95930000,1,NA
11:96139000,1,NA
11:94016000,1,NA
11:93849000,1,NA
11:94231000,1,NA
11:94181000,1,NA
11:88230000,1,NA
11:94843000,1,NA
11:61667000,1,NA
11:61756000,1,NA
11:62205000,1,NA
11:62207000,1,NA
11:6419000,1,NA
11:62218000,1,NA
11:62349000,1,NA
11:62731000,1,NA
11:62732000,1,NA
11:6355000,1,NA
11:63853000,1,NA
11:6417000,1,NA
11:77423000,1,NA
11:77603000,1,NA
11:98865000,1,NA
11:96196000,1,NA
11:87941000,1,NA
11:97728000,1,NA
11:98144000,1,NA
11:97884000,1,NA
11:97973000,1,NA
11:97978000,1,NA
11:97979000,1,NA
11:98042000,1,NA
11:98044000,1,NA
11:98169000,1,NA
11:97727000,1,NA
11:98515000,1,NA
11:98529000,1,NA
11:98655000,1,NA
11:4430000,1,NA
11:98696000,1,NA
11:98698000,1,NA
11:98794000,1,NA
11:97771000,1,NA
11:87626000,1,NA
11:87942000,1,NA
11:96211000,1,NA
11:87972000,1,NA
11:87974000,1,NA
11:87975000,1,NA
11:88075000,1,NA
11:88102000,1,NA
11:88232000,1,NA
11:93837000,1,NA
11:8835000,1,NA
11:8878000,1,NA
11:88882000,1,NA
11:88910000,1,NA
11:89874000,1,NA
11:90141000,1,NA
11:93835000,1,NA
11:96185000,1,NA
11:86827000,1,NA
11:86968000,1,NA
11:61563000,1,NA
3:37296000,1,NA
3:35949000,1,NA
3:36009000,1,NA
3:36013000,1,NA
3:36502000,1,NA
3:37106000,1,NA
3:37174000,1,NA
3:145352000,1,NA
3:144435000,1,NA
3:144393000,1,NA
3:122332000,1,NA
3:121251000,1,NA
3:121326000,1,NA
3:121328000,1,NA
3:121332000,1,NA
3:121809000,1,NA
3:35947000,1,NA
3:33861000,1,NA
3:122062000,1,NA
3:32638000,1,NA
3:51402000,1,NA
3:51422000,1,NA
3:51424000,1,NA
3:51594000,1,NA
3:52255000,1,NA
3:37695000,1,NA
3:37459000,1,NA
3:30954000,1,NA
3:32805000,1,NA
3:31106000,1,NA
3:31175000,1,NA
3:32388000,1,NA
3:32394000,1,NA
3:32517000,1,NA
3:32518000,1,NA
3:122050000,1,NA
3:122719000,1,NA
3:51287000,1,NA
3:112959000,1,NA
3:120487000,1,NA
3:115903000,1,NA
3:116376000,1,NA
3:116424000,1,NA
3:116463000,1,NA
3:116536000,1,NA
3:116711000,1,NA
3:119512000,1,NA
3:126637000,1,NA
3:126715000,1,NA
3:144392000,1,NA
3:138631000,1,NA
3:136642000,1,NA
3:137333000,1,NA
3:137614000,1,NA
3:115732000,1,NA
3:11078000,1,NA
3:121088000,1,NA
3:109075000,1,NA
3:122900000,1,NA
3:122902000,1,NA
3:122904000,1,NA
3:123161000,1,NA
3:124179000,1,NA
3:124180000,1,NA
3:126636000,1,NA
3:121156000,1,NA
3:120656000,1,NA
3:126638000,1,NA
3:115504000,1,NA
3:108463000,1,NA
3:108811000,1,NA
3:108878000,1,NA
3:109074000,1,NA
3:51312000,1,NA
3:37463000,1,NA
11:87141000,1,NA
11:84710000,1,NA
11:84761000,1,NA
17:85371000,1,NA
17:86962000,1,NA
5:136040000,1,NA
17:86964000,1,NA
3:157716000,1,NA
3:159640000,1,NA
3:159641000,1,NA
3:16268000,1,NA
3:19186000,1,NA
3:19274000,1,NA
3:19277000,1,NA
3:19280000,1,NA
3:20050000,1,NA
3:21108000,1,NA
11:84742000,1,NA
11:84703000,1,NA
3:25786000,1,NA
11:84290000,1,NA
11:85716000,1,NA
11:85080000,1,NA
11:8288000,1,NA
11:83852000,1,NA
11:82961000,1,NA
11:83295000,1,NA
11:8333000,1,NA
11:83330000,1,NA
11:83478000,1,NA
11:83643000,1,NA
11:8381000,1,NA
11:83934000,1,NA
11:85078000,1,NA
11:83938000,1,NA
11:84112000,1,NA
3:22269000,1,NA
3:26289000,1,NA
3:51262000,1,NA
3:151799000,1,NA
3:151964000,1,NA
3:151979000,1,NA
3:152494000,1,NA
3:152909000,1,NA
3:30671000,1,NA
3:30874000,1,NA
3:30953000,1,NA
3:45817000,1,NA
3:39064000,1,NA
3:40814000,1,NA
3:41020000,1,NA
3:41569000,1,NA
3:41570000,1,NA
3:41712000,1,NA
3:43718000,1,NA
3:151889000,1,NA
3:14936000,1,NA
3:27393000,1,NA
3:154328000,1,NA
3:27470000,1,NA
3:27471000,1,NA
3:27536000,1,NA
3:157599000,1,NA
3:157313000,1,NA
3:157021000,1,NA
3:14928000,1,NA
3:145599000,1,NA
3:145679000,1,NA
3:145696000,1,NA
3:145727000,1,NA
3:145993000,1,NA
3:146544000,1,NA
3:14912000,1,NA
3:14934000,1,NA
11:61666000,1,NA
11:61408000,1,NA
12:99156000,1,NA
12:79009000,1,NA
12:79128000,1,NA
12:75663000,1,NA
12:74204000,1,NA
12:79279000,1,NA
12:70948000,1,NA
12:69331000,1,NA
12:69357000,1,NA
12:69849000,1,NA
12:69850000,1,NA
12:70058000,1,NA
12:70237000,1,NA
12:70514000,1,NA
12:71053000,1,NA
12:73994000,1,NA
12:71056000,1,NA
12:7911000,1,NA
12:79008000,1,NA
12:72037000,1,NA
12:78887000,1,NA
12:85421000,1,NA
12:85272000,1,NA
12:69232000,1,NA
12:76980000,1,NA
12:75761000,1,NA
12:76434000,1,NA
12:76453000,1,NA
12:76499000,1,NA
12:76625000,1,NA
12:76844000,1,NA
12:76967000,1,NA
12:77284000,1,NA
12:75499000,1,NA
12:77522000,1,NA
12:78272000,1,NA
12:71366000,1,NA
12:72668000,1,NA
13:111562000,1,NA
12:84649000,1,NA
12:84857000,1,NA
12:84860000,1,NA
12:84964000,1,NA
12:83999000,1,NA
12:83844000,1,NA
12:80167000,1,NA
12:81232000,1,NA
12:80214000,1,NA
12:80306000,1,NA
12:80383000,1,NA
12:80419000,1,NA
12:80544000,1,NA
12:80729000,1,NA
12:80925000,1,NA
12:81518000,1,NA
12:84820000,1,NA
12:84578000,1,NA
12:72841000,1,NA
12:84465000,1,NA
12:73400000,1,NA
12:73824000,1,NA
12:79202000,1,NA
12:80156000,1,NA
12:85132000,1,NA
12:84420000,1,NA
12:84064000,1,NA
12:84146000,1,NA
12:84157000,1,NA
12:84190000,1,NA
12:84195000,1,NA
12:84361000,1,NA
12:84389000,1,NA
12:84423000,1,NA
12:8392000,1,NA
13:111729000,1,NA
13:110537000,1,NA
12:81545000,1,NA
12:91380000,1,NA
12:87011000,1,NA
12:85523000,1,NA
12:85862000,1,NA
12:86337000,1,NA
12:86338000,1,NA
12:86741000,1,NA
12:86762000,1,NA
12:86930000,1,NA
12:87153000,1,NA
12:88427000,1,NA
12:87206000,1,NA
12:87213000,1,NA
12:87224000,1,NA
12:87496000,1,NA
12:87785000,1,NA
13:103878000,1,NA
12:91524000,1,NA
12:8842000,1,NA
13:102868000,1,NA
12:91772000,1,NA
12:91773000,1,NA
12:92115000,1,NA
12:9479000,1,NA
12:95751000,1,NA
12:98642000,1,NA
12:98753000,1,NA
12:99237000,1,NA
12:91507000,1,NA
13:100085000,1,NA
13:100729000,1,NA
13:101082000,1,NA
13:101817000,1,NA
13:101892000,1,NA
13:102843000,1,NA
12:8800000,1,NA
13:103877000,1,NA
13:108330000,1,NA
13:12629000,1,NA
13:111882000,1,NA
13:104159000,1,NA
13:107039000,1,NA
13:104161000,1,NA
13:104278000,1,NA
13:104341000,1,NA
13:104767000,1,NA
13:104975000,1,NA
13:105082000,1,NA
13:106930000,1,NA
13:107096000,1,NA
13:111854000,1,NA
13:107097000,1,NA
13:107550000,1,NA
13:108185000,1,NA
13:112645000,1,NA
13:12393000,1,NA
13:103955000,1,NA
13:12197000,1,NA
12:85387000,1,NA
13:118926000,1,NA
13:113354000,1,NA
13:113728000,1,NA
13:113730000,1,NA
13:114965000,1,NA
13:115089000,1,NA
13:115224000,1,NA
13:116290000,1,NA
13:118928000,1,NA
13:111884000,1,NA
13:120115000,1,NA
13:120168000,1,NA
13:120226000,1,NA
13:120505000,1,NA
12:83785000,1,NA
12:82047000,1,NA
11:61042000,1,NA
11:59969000,1,NA
11:60184000,1,NA
11:5958000,1,NA
11:60446000,1,NA
11:60448000,1,NA
11:60449000,1,NA
11:60469000,1,NA
11:6055000,1,NA
11:60604000,1,NA
11:60623000,1,NA
11:5959000,1,NA
11:5956000,1,NA
11:60748000,1,NA
11:57950000,1,NA
11:5731000,1,NA
11:57373000,1,NA
11:60117000,1,NA
11:59854000,1,NA
11:57676000,1,NA
11:59851000,1,NA
11:76099000,1,NA
11:75540000,1,NA
11:75565000,1,NA
11:75596000,1,NA
11:75606000,1,NA
11:75656000,1,NA
11:75910000,1,NA
11:75912000,1,NA
11:69625000,1,NA
11:69577000,1,NA
11:77601000,1,NA
11:60130000,1,NA
11:5960000,1,NA
11:59670000,1,NA
11:59682000,1,NA
11:57424000,1,NA
11:57678000,1,NA
11:75467000,1,NA
11:67579000,1,NA
11:68388000,1,NA
11:68712000,1,NA
11:68859000,1,NA
11:6480000,1,NA
11:68879000,1,NA
11:68927000,1,NA
11:68951000,1,NA
11:68966000,1,NA
11:68996000,1,NA
11:69234000,1,NA
11:69490000,1,NA
11:65579000,1,NA
11:6424000,1,NA
11:60840000,1,NA
11:62206000,1,NA
11:68100000,1,NA
11:66955000,1,NA
11:5768000,1,NA
11:66925000,1,NA
11:5777000,1,NA
11:57952000,1,NA
11:59376000,1,NA
11:58010000,1,NA
11:58098000,1,NA
11:5821000,1,NA
11:58238000,1,NA
11:58845000,1,NA
11:58881000,1,NA
11:5919000,1,NA
11:60678000,1,NA
11:60793000,1,NA
11:69514000,1,NA
11:68833000,1,NA
11:6565000,1,NA
11:75539000,1,NA
11:75463000,1,NA
12:82498000,1,NA
11:72883000,1,NA
11:73074000,1,NA
11:73115000,1,NA
11:73206000,1,NA
11:74274000,1,NA
11:74528000,1,NA
11:70917000,1,NA
11:70877000,1,NA
11:74735000,1,NA
11:70234000,1,NA
11:69670000,1,NA
11:69672000,1,NA
11:69713000,1,NA
11:69769000,1,NA
11:69900000,1,NA
11:70028000,1,NA
11:73066000,1,NA
11:70898000,1,NA
11:70344000,1,NA
11:72817000,1,NA
12:8334000,1,NA
12:83593000,1,NA
12:83728000,1,NA
12:83729000,1,NA
11:99099000,1,NA
11:98883000,1,NA
11:5664000,1,NA
11:72816000,1,NA
11:7156000,1,NA
11:72202000,1,NA
11:72280000,1,NA
11:72342000,1,NA
11:72661000,1,NA
11:72668000,1,NA
11:72727000,1,NA
11:70114000,1,NA
11:70868000,1,NA
11:75417000,1,NA
11:76670000,1,NA
11:77187000,1,NA
11:77350000,1,NA
11:77361000,1,NA
11:77409000,1,NA
11:77411000,1,NA
11:77415000,1,NA
11:77419000,1,NA
11:76305000,1,NA
11:76141000,1,NA
11:74799000,1,NA
11:75468000,1,NA
11:75157000,1,NA
11:75158000,1,NA
11:75331000,1,NA
11:75356000,1,NA
11:76302000,1,NA
11:76617000,1,NA
11:70543000,1,NA
11:76589000,1,NA
11:70545000,1,NA
11:70560000,1,NA
11:70620000,1,NA
11:70621000,1,NA
11:70622000,1,NA
11:70833000,1,NA
11:74564000,1,NA
11:74797000,1,NA
11:69624000,1,NA
11:76669000,1,NA
11:76307000,1,NA
11:76308000,1,NA
11:76386000,1,NA
11:76570000,1,NA
11:76588000,1,NA
11:44345000,1,NA
15:96585000,1,NA
11:44898000,1,NA
17:28618000,1,NA
17:29055000,1,NA
17:29186000,1,NA
17:27193000,1,NA
17:27011000,1,NA
17:29261000,1,NA
17:26145000,1,NA
17:25593000,1,NA
17:25950000,1,NA
17:26013000,1,NA
17:26050000,1,NA
17:26057000,1,NA
17:26101000,1,NA
17:26120000,1,NA
17:26177000,1,NA
17:26995000,1,NA
17:28806000,1,NA
17:28447000,1,NA
17:26300000,1,NA
17:28424000,1,NA
14:121779000,1,NA
15:81341000,1,NA
15:81468000,1,NA
15:81533000,1,NA
17:28281000,1,NA
17:27238000,1,NA
17:27341000,1,NA
17:27408000,1,NA
17:27749000,1,NA
17:27970000,1,NA
17:28118000,1,NA
17:28220000,1,NA
17:28282000,1,NA
17:27191000,1,NA
17:28294000,1,NA
17:26208000,1,NA
17:26341000,1,NA
14:121521000,1,NA
17:34852000,1,NA
17:35058000,1,NA
17:3511000,1,NA
17:35175000,1,NA
17:35215000,1,NA
17:32748000,1,NA
17:32522000,1,NA
17:29598000,1,NA
17:3094000,1,NA
17:29714000,1,NA
17:29860000,1,NA
17:29921000,1,NA
17:30429000,1,NA
17:30724000,1,NA
17:30796000,1,NA
17:30810000,1,NA
17:34864000,1,NA
17:34815000,1,NA
17:26489000,1,NA
17:32523000,1,NA
17:26504000,1,NA
17:26664000,1,NA
17:26724000,1,NA
17:29189000,1,NA
17:29319000,1,NA
17:25380000,1,NA
17:34257000,1,NA
17:33048000,1,NA
17:3308000,1,NA
17:33772000,1,NA
17:33809000,1,NA
17:34185000,1,NA
17:34221000,1,NA
17:34240000,1,NA
17:34758000,1,NA
14:121523000,1,NA
14:121520000,1,NA
17:3248000,1,NA
13:98232000,1,NA
14:103337000,1,NA
13:9322000,1,NA
13:90252000,1,NA
13:9104000,1,NA
13:91848000,1,NA
13:92028000,1,NA
13:9224000,1,NA
13:92348000,1,NA
13:92847000,1,NA
13:93282000,1,NA
13:97240000,1,NA
13:93540000,1,NA
13:93566000,1,NA
13:94079000,1,NA
13:94337000,1,NA
13:97388000,1,NA
14:10227000,1,NA
13:96617000,1,NA
14:102133000,1,NA
13:99123000,1,NA
13:98409000,1,NA
13:98458000,1,NA
13:9884000,1,NA
13:98859000,1,NA
13:98975000,1,NA
13:99040000,1,NA
13:99122000,1,NA
13:99131000,1,NA
13:97526000,1,NA
13:99386000,1,NA
13:99557000,1,NA
14:10166000,1,NA
14:101679000,1,NA
14:101870000,1,NA
13:95738000,1,NA
13:96776000,1,NA
14:121184000,1,NA
14:20784000,1,NA
14:13669000,1,NA
14:122396000,1,NA
14:106129000,1,NA
14:120666000,1,NA
14:109007000,1,NA
14:113553000,1,NA
14:118349000,1,NA
14:118720000,1,NA
14:119217000,1,NA
14:119218000,1,NA
14:119518000,1,NA
14:120668000,1,NA
14:122258000,1,NA
14:120743000,1,NA
14:120744000,1,NA
14:20892000,1,NA
14:20750000,1,NA
14:103216000,1,NA
14:20691000,1,NA
14:105546000,1,NA
14:20893000,1,NA
14:17949000,1,NA
14:13670000,1,NA
14:14173000,1,NA
14:14304000,1,NA
14:14377000,1,NA
14:14413000,1,NA
14:16381000,1,NA
14:17308000,1,NA
14:19922000,1,NA
14:123128000,1,NA
14:20418000,1,NA
14:20550000,1,NA
14:20598000,1,NA
17:31334000,1,NA
17:31824000,1,NA
14:21082000,1,NA
17:64588000,1,NA
17:65744000,1,NA
17:66155000,1,NA
17:6181000,1,NA
17:66230000,1,NA
17:66274000,1,NA
17:66292000,1,NA
17:66293000,1,NA
17:66365000,1,NA
17:6705000,1,NA
17:67191000,1,NA
17:6290000,1,NA
17:6173000,1,NA
17:6774000,1,NA
17:57018000,1,NA
17:56430000,1,NA
17:65061000,1,NA
17:64008000,1,NA
17:56493000,1,NA
17:63352000,1,NA
17:16051000,1,NA
17:21248000,1,NA
17:16540000,1,NA
17:16778000,1,NA
17:17308000,1,NA
17:17614000,1,NA
17:17741000,1,NA
17:18057000,1,NA
17:18131000,1,NA
17:35343000,1,NA
17:35374000,1,NA
16:91202000,1,NA
17:65958000,1,NA
17:62910000,1,NA
17:62911000,1,NA
17:56482000,1,NA
17:56566000,1,NA
17:15923000,1,NA
17:80402000,1,NA
17:80701000,1,NA
17:80887000,1,NA
17:81214000,1,NA
17:81693000,1,NA
17:79641000,1,NA
17:82717000,1,NA
17:84491000,1,NA
17:84492000,1,NA
17:8514000,1,NA
17:85324000,1,NA
17:85331000,1,NA
17:85370000,1,NA
17:80014000,1,NA
17:7957000,1,NA
17:7065000,1,NA
17:80507000,1,NA
17:8029000,1,NA
17:56576000,1,NA
17:80240000,1,NA
17:56710000,1,NA
17:56737000,1,NA
17:57020000,1,NA
17:6136000,1,NA
17:57076000,1,NA
17:57082000,1,NA
17:57199000,1,NA
17:5803000,1,NA
17:58145000,1,NA
17:59307000,1,NA
17:5981000,1,NA
17:6723000,1,NA
17:69696000,1,NA
17:56407000,1,NA
17:81624000,1,NA
17:15992000,1,NA
17:15623000,1,NA
17:31825000,1,NA
16:95160000,1,NA
17:12438000,1,NA
17:12638000,1,NA
17:12649000,1,NA
17:12980000,1,NA
17:13039000,1,NA
17:13182000,1,NA
16:95893000,1,NA
16:95100000,1,NA
17:13236000,1,NA
16:91882000,1,NA
16:91305000,1,NA
