gene_id,novel_isoform_count,gene_name
ENSMUSG00000022684,1,Bfar
ENSMUSG00000022687,1,Boc
ENSMUSG00000022698,1,Naa50
ENSMUSG00000022707,1,Gbe1
ENSMUSG00000022722,1,Arl6
ENSMUSG00000022894,1,Adamts5
ENSMUSG00000022890,1,Atp5j
ENSMUSG00000020409,1,Slu7
ENSMUSG00000022881,1,Rfc4
ENSMUSG00000020430,1,Pes1
ENSMUSG00000020432,1,Tcn2
ENSMUSG00000020437,1,Myo1g
ENSMUSG00000020439,1,Smtn
ENSMUSG00000020453,1,Patz1
ENSMUSG00000020454,1,Eif4enif1
ENSMUSG00000021810,1,Ecd
ENSMUSG00000021819,1,Zswim8
ENSMUSG00000021830,1,Txndc16
ENSMUSG00000022822,1,Abcc5
ENSMUSG00000022837,1,Iqcb1
ENSMUSG00000022840,1,Adcy5
ENSMUSG00000022841,1,Ap2m1
ENSMUSG00000022848,1,Slc49a4
ENSMUSG00000022867,1,Usp25
ENSMUSG00000034684,1,Sema3f
ENSMUSG00000034707,1,Gns
ENSMUSG00000034714,1,Ttyh2
15:102925000,1,NA
15:103099000,1,NA
15:103406000,1,NA
15:102543000,1,NA
15:103437000,1,NA
15:103438000,1,NA
15:103646000,1,NA
15:11349000,1,NA
15:11841000,1,NA
15:11842000,1,NA
15:11971000,1,NA
15:102615000,1,NA
15:102405000,1,NA
14:90133000,1,NA
15:100473000,1,NA
14:98024000,1,NA
15:102935000,1,NA
15:102924000,1,NA
15:100115000,1,NA
15:102918000,1,NA
14:70901000,1,NA
14:73600000,1,NA
14:71217000,1,NA
14:72775000,1,NA
14:73421000,1,NA
14:73432000,1,NA
14:73475000,1,NA
14:73477000,1,NA
14:73599000,1,NA
14:87782000,1,NA
14:8786000,1,NA
14:88360000,1,NA
15:10334000,1,NA
15:102898000,1,NA
15:102902000,1,NA
14:99271000,1,NA
15:100158000,1,NA
14:70817000,1,NA
14:55953000,1,NA
14:56111000,1,NA
14:56896000,1,NA
14:57009000,1,NA
14:57030000,1,NA
14:55299000,1,NA
14:57052000,1,NA
14:57104000,1,NA
14:57197000,1,NA
14:57761000,1,NA
14:57815000,1,NA
14:57927000,1,NA
14:58040000,1,NA
14:55335000,1,NA
14:55153000,1,NA
14:58070000,1,NA
14:56071000,1,NA
14:55873000,1,NA
15:100195000,1,NA
14:55847000,1,NA
15:100290000,1,NA
15:100376000,1,NA
15:100499000,1,NA
15:102344000,1,NA
15:100861000,1,NA
15:100948000,1,NA
15:101043000,1,NA
15:101111000,1,NA
15:102004000,1,NA
15:102005000,1,NA
15:102123000,1,NA
14:69954000,1,NA
14:69932000,1,NA
14:69603000,1,NA
14:57028000,1,NA
14:70820000,1,NA
14:70810000,1,NA
14:51142000,1,NA
ENSMUSG00000030770,1,Parva
ENSMUSG00000030786,1,Itgam
ENSMUSG00000030789,1,Itgax
ENSMUSG00000030798,1,Cd37
ENSMUSG00000030805,1,Stx4a
ENSMUSG00000030815,1,Phkg2
ENSMUSG00000030835,1,Nomo1
ENSMUSG00000030711,1,Sult1a1
ENSMUSG00000030695,1,Aldoa
ENSMUSG00000030417,1,Pdcd5
ENSMUSG00000030689,1,Ino80e
ENSMUSG00000030447,1,Cyfip1
ENSMUSG00000030492,1,Slc7a9
ENSMUSG00000030516,1,Tjp1
ENSMUSG00000030530,1,Furin
ENSMUSG00000030556,1,Lrrc28
ENSMUSG00000030782,1,Tgfb1i1
ENSMUSG00000030754,1,Copb1
ENSMUSG00000030583,1,Sipa1l3
ENSMUSG00000030747,1,Dgat2
ENSMUSG00000030094,1,Xpc
ENSMUSG00000030096,1,Slc6a6
ENSMUSG00000030104,1,Edem1
ENSMUSG00000030123,1,Plxnd1
ENSMUSG00000030124,1,Lag3
ENSMUSG00000030126,1,Tmcc1
ENSMUSG00000030339,1,Ltbr
ENSMUSG00000030397,1,Mark4
ENSMUSG00000030838,1,Ush1c
ENSMUSG00000030697,1,Ppp4c
ENSMUSG00000030720,1,Cln3
ENSMUSG00000030727,1,Rabep2
ENSMUSG00000030733,1,Sh2b1
ENSMUSG00000030735,1,Gm9755
ENSMUSG00000030741,1,Spns1
ENSMUSG00000030560,1,Ctsc
ENSMUSG00000030613,1,Ccdc90b
14:70711000,1,NA
14:79203000,1,NA
14:79439000,1,NA
14:79525000,1,NA
14:79526000,1,NA
14:79560000,1,NA
14:79698000,1,NA
14:83618000,1,NA
14:8362000,1,NA
14:87654000,1,NA
14:75997000,1,NA
14:75939000,1,NA
14:74993000,1,NA
14:70856000,1,NA
14:70417000,1,NA
14:70455000,1,NA
14:70540000,1,NA
14:79302000,1,NA
14:78729000,1,NA
ENSMUSG00000030649,1,Anapc15
14:77261000,1,NA
ENSMUSG00000030653,1,Gm45837
ENSMUSG00000030659,1,Nucb2
ENSMUSG00000030660,1,Pik3c2a
ENSMUSG00000030671,1,Pde3b
ENSMUSG00000030677,1,Kif22
ENSMUSG00000030681,1,Mvp
5:136295000,1,NA
5:114260000,1,NA
5:136074000,1,NA
17:86472000,1,NA
14:75998000,1,NA
14:76134000,1,NA
14:76323000,1,NA
14:7669000,1,NA
14:76872000,1,NA
14:52531000,1,NA
14:51262000,1,NA
ENSMUSG00000030088,1,Aldh1l1
15:76529000,1,NA
15:64570000,1,NA
15:79708000,1,NA
15:79267000,1,NA
15:79302000,1,NA
15:79303000,1,NA
15:79306000,1,NA
15:79411000,1,NA
15:79414000,1,NA
15:79608000,1,NA
15:79800000,1,NA
15:79133000,1,NA
15:80045000,1,NA
15:80136000,1,NA
15:80137000,1,NA
15:80822000,1,NA
15:76938000,1,NA
15:73201000,1,NA
15:8121000,1,NA
15:72970000,1,NA
15:6843000,1,NA
15:6469000,1,NA
15:65743000,1,NA
15:65744000,1,NA
15:66514000,1,NA
15:66974000,1,NA
15:67034000,1,NA
15:6829000,1,NA
15:69613000,1,NA
15:73443000,1,NA
15:70829000,1,NA
15:71667000,1,NA
15:7224000,1,NA
15:72677000,1,NA
15:72967000,1,NA
15:80896000,1,NA
15:81247000,1,NA
15:73452000,1,NA
15:78814000,1,NA
15:6468000,1,NA
15:6456000,1,NA
15:12359000,1,NA
15:35931000,1,NA
15:34530000,1,NA
15:3458000,1,NA
15:34875000,1,NA
15:3488000,1,NA
15:3532000,1,NA
15:3570000,1,NA
15:3582000,1,NA
15:36240000,1,NA
15:34140000,1,NA
15:36477000,1,NA
15:36869000,1,NA
15:78824000,1,NA
15:78811000,1,NA
15:79243000,1,NA
15:78810000,1,NA
15:79020000,1,NA
15:76939000,1,NA
15:78321000,1,NA
15:76963000,1,NA
15:77468000,1,NA
15:77824000,1,NA
15:7790000,1,NA
15:78232000,1,NA
15:78234000,1,NA
15:78297000,1,NA
15:78322000,1,NA
15:78912000,1,NA
15:78445000,1,NA
15:78635000,1,NA
15:78796000,1,NA
15:76598000,1,NA
15:73951000,1,NA
14:51339000,1,NA
14:65049000,1,NA
14:65289000,1,NA
14:65947000,1,NA
14:66002000,1,NA
14:66103000,1,NA
14:66156000,1,NA
14:66389000,1,NA
14:64911000,1,NA
14:67040000,1,NA
14:67042000,1,NA
14:67222000,1,NA
14:67224000,1,NA
14:67430000,1,NA
14:67667000,1,NA
14:67978000,1,NA
14:65046000,1,NA
14:6519000,1,NA
14:66283000,1,NA
14:59474000,1,NA
14:69479000,1,NA
14:51369000,1,NA
14:52397000,1,NA
14:52435000,1,NA
14:52499000,1,NA
14:53098000,1,NA
14:55144000,1,NA
14:54472000,1,NA
14:54506000,1,NA
14:54534000,1,NA
14:54679000,1,NA
14:54959000,1,NA
14:55110000,1,NA
14:55125000,1,NA
14:58066000,1,NA
14:58347000,1,NA
14:64185000,1,NA
14:6230000,1,NA
15:76527000,1,NA
15:12271000,1,NA
15:74619000,1,NA
15:74916000,1,NA
15:74957000,1,NA
15:75470000,1,NA
15:75626000,1,NA
15:75738000,1,NA
15:75820000,1,NA
15:76055000,1,NA
15:73631000,1,NA
15:76214000,1,NA
15:76255000,1,NA
15:76337000,1,NA
15:76385000,1,NA
15:76444000,1,NA
15:76506000,1,NA
15:75973000,1,NA
15:11984000,1,NA
14:59786000,1,NA
15:11981000,1,NA
14:59805000,1,NA
14:59868000,1,NA
14:60455000,1,NA
14:60999000,1,NA
14:61018000,1,NA
14:6158000,1,NA
14:62845000,1,NA
14:64157000,1,NA
14:62927000,1,NA
14:62930000,1,NA
14:63313000,1,NA
14:63380000,1,NA
14:63383000,1,NA
14:63702000,1,NA
14:63758000,1,NA
ENSMUSG00000030091,1,Nup210
ENSMUSG00000030086,1,Chchd6
ENSMUSG00000034744,1,Nagk
ENSMUSG00000029722,1,Agfg2
ENSMUSG00000029762,1,Akr1b8
ENSMUSG00000029767,1,Calu
ENSMUSG00000029771,1,Irf5
ENSMUSG00000029781,1,Fkbp9
ENSMUSG00000029802,1,Abcg2
ENSMUSG00000029817,1,Tra2a
ENSMUSG00000029833,1,Trim24
ENSMUSG00000029657,1,Hsph1
ENSMUSG00000029629,1,Phf14
ENSMUSG00000029446,1,Psph
ENSMUSG00000029614,1,Rpl6
ENSMUSG00000029471,1,Camkk2
ENSMUSG00000029502,1,Golga3
ENSMUSG00000029512,1,Ulk1
ENSMUSG00000029521,1,Chek2
ENSMUSG00000029761,1,Cald1
ENSMUSG00000029714,1,Gigyf1
ENSMUSG00000029534,1,St7
ENSMUSG00000029712,1,Actl6b
ENSMUSG00000029131,1,Dnajb6
ENSMUSG00000029136,1,Rbks
ENSMUSG00000029141,1,Slc4a1ap
ENSMUSG00000029145,1,Eif2b4
ENSMUSG00000029147,1,Ppm1g
ENSMUSG00000029151,1,Slc30a3
ENSMUSG00000029163,1,Emilin1
ENSMUSG00000029432,1,Nipsnap2
ENSMUSG00000029434,1,Vps33a
ENSMUSG00000029442,1,Wdr66
ENSMUSG00000029648,1,Flt1
ENSMUSG00000029661,1,Col1a2
ENSMUSG00000029669,1,Tspan12
ENSMUSG00000029675,1,Eln
ENSMUSG00000029705,1,Cux1
ENSMUSG00000029524,1,Sirt4
ENSMUSG00000029547,1,Ints1
ENSMUSG00000029119,1,Man2b2
ENSMUSG00000028552,1,Eps15
ENSMUSG00000028555,1,Ttc39a
ENSMUSG00000028556,1,Dock7
ENSMUSG00000028565,1,Nfia
ENSMUSG00000028567,1,Txndc12
ENSMUSG00000028573,1,Fggy
ENSMUSG00000028577,1,Plaa
ENSMUSG00000028580,1,Pum1
ENSMUSG00000028483,1,Snapc3
ENSMUSG00000028478,1,Clta
ENSMUSG00000028617,1,Lrrc42
ENSMUSG00000028476,1,Reck
ENSMUSG00000028339,1,Col15a1
ENSMUSG00000028345,1,Tex10
ENSMUSG00000028347,1,Tmeff1
ENSMUSG00000028369,1,Svep1
ENSMUSG00000028553,1,Angptl3
ENSMUSG00000028549,1,Itgb3bp
ENSMUSG00000029554,1,Mad1l1
ENSMUSG00000028541,1,B4galt2
ENSMUSG00000029570,1,Lfng
ENSMUSG00000029571,1,Tmem106b
ENSMUSG00000029575,1,Mmab
ENSMUSG00000029577,1,Ube3b
ENSMUSG00000029596,1,Sdsl
ENSMUSG00000029599,1,Ddx54
ENSMUSG00000029613,1,Eif2ak1
ENSMUSG00000029060,1,Mib2
ENSMUSG00000029056,1,Pank4
ENSMUSG00000029020,1,Mfn2
ENSMUSG00000028479,1,Gne
ENSMUSG00000028484,1,Psip1
ENSMUSG00000028494,1,Plin2
ENSMUSG00000028530,1,Jak1
ENSMUSG00000028532,1,Cachd1
ENSMUSG00000029126,1,Nsg1
ENSMUSG00000029111,1,Nelfa
ENSMUSG00000028399,1,Ptprd
ENSMUSG00000035953,1,Pip4p1
ENSMUSG00000036023,1,Parp2
ENSMUSG00000036026,1,Tmem63b
ENSMUSG00000036046,1,5031439G07Rik
ENSMUSG00000036061,1,Smug1
ENSMUSG00000036073,1,Galt
ENSMUSG00000036098,1,Myrf
ENSMUSG00000035671,1,Zswim4
ENSMUSG00000035632,1,Cnot3
ENSMUSG00000035284,1,Vps13c
ENSMUSG00000035621,1,Midn
ENSMUSG00000035311,1,Gnptab
ENSMUSG00000035325,1,Sec31a
ENSMUSG00000035351,1,Nup37
ENSMUSG00000035356,1,Nfkbiz
ENSMUSG00000035392,1,Dennd1a
ENSMUSG00000035969,1,Rusc2
ENSMUSG00000035919,1,Bbs9
ENSMUSG00000035493,1,Tgfbi
ENSMUSG00000035901,1,Dennd5a
ENSMUSG00000034748,1,Sirt6
ENSMUSG00000034789,1,Rab24
ENSMUSG00000034795,1,Ccdc122
ENSMUSG00000034801,1,Sos2
ENSMUSG00000034807,1,Colgalt1
ENSMUSG00000034858,1,Atosa
ENSMUSG00000035242,1,Oaz1
ENSMUSG00000035248,1,Tut7
ENSMUSG00000036139,1,Hoxc9
ENSMUSG00000035649,1,Zcchc7
ENSMUSG00000035673,1,Sbno2
ENSMUSG00000035713,1,Usp35
ENSMUSG00000035722,1,Abca7
ENSMUSG00000035726,1,Supt16
ENSMUSG00000035765,1,Dym
ENSMUSG00000035413,1,Tmem98
ENSMUSG00000035495,1,Tstd2
ENSMUSG00000029110,1,Rnf4
ENSMUSG00000029344,1,Tpst2
ENSMUSG00000029345,1,Tfip11
ENSMUSG00000029368,1,Alb
ENSMUSG00000029376,1,Mthfd2l
ENSMUSG00000029389,1,Ddx55
ENSMUSG00000029404,1,Arl6ip4
ENSMUSG00000029407,1,Uso1
ENSMUSG00000029413,1,Naaa
ENSMUSG00000029195,1,Klb
ENSMUSG00000029185,1,Fam114a1
ENSMUSG00000029178,1,Klf3
ENSMUSG00000029176,1,Anapc4
ENSMUSG00000029070,1,Mxra8
ENSMUSG00000029071,1,Dvl1
ENSMUSG00000029086,1,Prom1
ENSMUSG00000029103,1,Lrpap1
ENSMUSG00000031841,1,Cdh13
ENSMUSG00000029279,1,Brdt
ENSMUSG00000035505,1,Cox18
ENSMUSG00000029273,1,Sult1d1
ENSMUSG00000035513,1,Ntng2
ENSMUSG00000035529,1,Prdm4
ENSMUSG00000035545,1,Leng8
ENSMUSG00000035569,1,Ankrd11
ENSMUSG00000035575,1,Utp6
ENSMUSG00000035601,1,Trmt10b
ENSMUSG00000031871,1,Cdh5
ENSMUSG00000031862,1,Atp13a1
ENSMUSG00000028330,1,Ncbp1
ENSMUSG00000029314,1,Gpat3
ENSMUSG00000029199,1,Lias
ENSMUSG00000029208,1,Guf1
ENSMUSG00000029228,1,Lnx1
ENSMUSG00000029247,1,Paics
ENSMUSG00000029250,1,Polr2b
ENSMUSG00000028383,1,Hsdl2
ENSMUSG00000028405,1,Aco1
ENSMUSG00000030061,1,Uba3
ENSMUSG00000031785,1,Adgrg1
ENSMUSG00000031820,1,Babam1
ENSMUSG00000031826,1,Usp10
ENSMUSG00000031833,1,Mast3
ENSMUSG00000031834,1,Pik3r2
ENSMUSG00000031835,1,Mbtps1
ENSMUSG00000031840,1,Rab3a
ENSMUSG00000031706,1,Rfx1
ENSMUSG00000031696,1,Vps35
ENSMUSG00000031392,1,Irak1
ENSMUSG00000031681,1,Smad1
ENSMUSG00000031400,1,G6pdx
ENSMUSG00000031438,1,Rnf128
ENSMUSG00000031446,1,Cul4a
ENSMUSG00000031485,1,Plpbp
ENSMUSG00000031489,1,Adrb3
ENSMUSG00000031787,1,Katnb1
ENSMUSG00000031762,1,Mt2
ENSMUSG00000031502,1,Col4a1
ENSMUSG00000031753,1,Cog4
ENSMUSG00000030987,1,Stim1
ENSMUSG00000031023,1,Akip1
ENSMUSG00000031060,1,Rbm10
ENSMUSG00000031078,1,Cttn
ENSMUSG00000031090,1,Nadsyn1
ENSMUSG00000031093,1,Dock11
ENSMUSG00000031367,1,Ap1s2
ENSMUSG00000031378,1,Abcd1
ENSMUSG00000030852,1,Tacc2
ENSMUSG00000031703,1,Itfg1
ENSMUSG00000031711,1,Zfp330
ENSMUSG00000031715,1,Smarca5
ENSMUSG00000031730,1,Dhodh
ENSMUSG00000031740,1,Mmp2
ENSMUSG00000031750,1,Il34
ENSMUSG00000031495,1,Cd209d
ENSMUSG00000031538,1,Plat
ENSMUSG00000030982,1,Vps35l
ENSMUSG00000030284,1,Creld1
ENSMUSG00000030301,1,Ccdc91
ENSMUSG00000030304,1,Ergic2
ENSMUSG00000030314,1,Atg7
ENSMUSG00000030315,1,Vgll4
ENSMUSG00000030323,1,Ift122
ENSMUSG00000030327,1,Necap1
ENSMUSG00000030177,1,Ccdc77
ENSMUSG00000030138,1,Bms1
ENSMUSG00000030340,1,Scnn1a
ENSMUSG00000030127,1,Cops7a
ENSMUSG00000030042,1,Pole4
ENSMUSG00000030057,1,Cnbp
ENSMUSG00000030058,1,Copg1
ENSMUSG00000030059,1,Tmf1
ENSMUSG00000030060,1,Hmces
ENSMUSG00000030287,1,Itpr2
ENSMUSG00000030279,1,C2cd5
ENSMUSG00000031563,1,Wwc2
ENSMUSG00000030264,1,Thumpd3
ENSMUSG00000031568,1,Rwdd4a
ENSMUSG00000031584,1,Gsr
ENSMUSG00000031592,1,Pcm1
ENSMUSG00000031634,1,Ufsp2
ENSMUSG00000031642,1,Sh3rf1
ENSMUSG00000031671,1,Setd6
ENSMUSG00000030861,1,Acadsb
ENSMUSG00000030846,1,Tial1
ENSMUSG00000030008,1,Pradc1
ENSMUSG00000030168,1,Adipor2
ENSMUSG00000030180,1,Kdm5a
ENSMUSG00000030201,1,Lrp6
ENSMUSG00000030231,1,Plekha5
ENSMUSG00000030243,1,Recql
ENSMUSG00000030256,1,Bhlhe41
ENSMUSG00000030986,1,Dhx32
ENSMUSG00000030980,1,Knop1
ENSMUSG00000028411,1,Aptx
ENSMUSG00000028943,1,Espn
ENSMUSG00000028949,1,Smarcd3
ENSMUSG00000028953,1,Abcf2
ENSMUSG00000028962,1,Slc4a2
ENSMUSG00000028970,1,Abcb1b
ENSMUSG00000028973,1,Abcb8
ENSMUSG00000028991,1,Mtor
ENSMUSG00000029004,1,Kmt2e
ENSMUSG00000028868,1,Wasf2
ENSMUSG00000028850,1,Gpatch3
ENSMUSG00000028639,1,Ybx1
ENSMUSG00000028849,1,Map7d1
ENSMUSG00000028645,1,Slc2a1
ENSMUSG00000028649,1,Macf1
ENSMUSG00000028653,1,Trit1
ENSMUSG00000028656,1,Cap1
ENSMUSG00000028944,1,Prkag2
ENSMUSG00000028932,1,Psmc2
ENSMUSG00000028696,1,Ipp
ENSMUSG00000028911,1,Srsf4
ENSMUSG00000028413,1,B4galt1
ENSMUSG00000028426,1,Rad23b
ENSMUSG00000028430,1,Nol6
ENSMUSG00000028436,1,Dcaf12
ENSMUSG00000028454,1,Pigo
ENSMUSG00000028465,1,Tln1
ENSMUSG00000028469,1,Npr2
ENSMUSG00000028581,1,Laptm5
ENSMUSG00000028618,1,Tmem59
ENSMUSG00000029012,1,Orc5
ENSMUSG00000028862,1,Map3k6
ENSMUSG00000028871,1,Rspo1
ENSMUSG00000028882,1,Ppp1r8
ENSMUSG00000028884,1,Rpa2
ENSMUSG00000028899,1,Taf12
ENSMUSG00000028677,1,Rnf220
ENSMUSG00000028703,1,Lrrc41
ENSMUSG00000030972,1,Acsm5
ENSMUSG00000031239,1,Itm2a
ENSMUSG00000031253,1,Srpx2
ENSMUSG00000031278,1,Acsl4
ENSMUSG00000031295,1,Phka2
ENSMUSG00000031298,1,Adgrg2
ENSMUSG00000031310,1,Zmym3
ENSMUSG00000031349,1,Nsdhl
ENSMUSG00000031360,1,Ctps2
ENSMUSG00000031143,1,Ccdc22
ENSMUSG00000031107,1,Rbmx2
ENSMUSG00000031370,1,Zrsr2
ENSMUSG00000031095,1,Cul4b
ENSMUSG00000030862,1,Cpxm2
ENSMUSG00000030881,1,Arfip2
ENSMUSG00000030924,1,Rexo5
ENSMUSG00000030967,1,Zranb1
ENSMUSG00000031245,1,Hmgn5
ENSMUSG00000031232,1,Magt1
ENSMUSG00000028713,1,Cyp4b1
ENSMUSG00000031214,1,Ophn1
ENSMUSG00000028751,1,Pla2g2e
ENSMUSG00000028760,1,Eif4g3
ENSMUSG00000028771,1,Ptpn12
ENSMUSG00000028788,1,Ptp4a2
ENSMUSG00000028789,1,Azin2
ENSMUSG00000028799,1,Zfp362
ENSMUSG00000028811,1,Yars
ENSMUSG00000029869,1,Ephb6
ENSMUSG00000029924,1,Slc37a3
ENSMUSG00000029925,1,Tbxas1
ENSMUSG00000031134,1,Rbmx
ENSMUSG00000031153,1,Gripap1
ENSMUSG00000031161,1,Hdac6
ENSMUSG00000031207,1,Msn
ENSMUSG00000031209,1,Heph
ENSMUSG00000026490,1,Cdc42bpa
ENSMUSG00000026482,1,Rgl1
ENSMUSG00000026478,1,Lamc1
X:158170000,1,NA
X:158756000,1,NA
X:159280000,1,NA
X:161194000,1,NA
X:151819000,1,NA
X:151006000,1,NA
X:139946000,1,NA
X:150416000,1,NA
X:139948000,1,NA
X:140218000,1,NA
X:140471000,1,NA
X:140995000,1,NA
X:141021000,1,NA
X:141100000,1,NA
X:141413000,1,NA
X:141620000,1,NA
X:158390000,1,NA
X:158146000,1,NA
X:142080000,1,NA
X:156330000,1,NA
X:114020000,1,NA
X:124765000,1,NA
X:12541000,1,NA
X:138711000,1,NA
X:138722000,1,NA
X:139668000,1,NA
X:151077000,1,NA
X:152282000,1,NA
X:152283000,1,NA
X:152284000,1,NA
X:15232000,1,NA
X:152468000,1,NA
X:154080000,1,NA
X:155798000,1,NA
X:156147000,1,NA
X:142068000,1,NA
X:149191000,1,NA
X:111950000,1,NA
ENSMUSG00000120258,1,NA
ENSMUSG00000120308,1,NA
ENSMUSG00000120362,1,NA
ENSMUSG00000120390,1,NA
ENSMUSG00000118662,1,Tctn2
ENSMUSG00000118197,1,Gm20762
ENSMUSG00000120456,1,NA
ENSMUSG00000117962,1,Gm6402
ENSMUSG00000115602,1,Gm7908
ENSMUSG00000115783,1,Bc1
ENSMUSG00000115938,1,Gm17241
ENSMUSG00000116207,1,Nnt
ENSMUSG00000116564,1,Riok2
ENSMUSG00000116594,1,Gm49601
ENSMUSG00000116632,1,Magef1
ENSMUSG00000116835,1,Gm49594
ENSMUSG00000120262,1,NA
ENSMUSG00000120250,1,NA
X:149277000,1,NA
ENSMUSG00000120230,1,NA
X:149766000,1,NA
X:150196000,1,NA
X:150256000,1,NA
X:103388000,1,NA
X:103324000,1,NA
X:103000000,1,NA
ENSMUSG00000118552,1,Rplp2-ps1
ENSMUSG00000118664,1,Tusc3
ENSMUSG00000118668,1,Rps6ka4
ENSMUSG00000120022,1,NA
ENSMUSG00000120082,1,NA
ENSMUSG00000120144,1,NA
ENSMUSG00000120150,1,NA
ENSMUSG00000120167,1,NA
ENSMUSG00000120224,1,2810001A02Rik
X:113711000,1,NA
X:108205000,1,NA
ENSMUSG00000117187,1,Gm4708
ENSMUSG00000042349,1,Ikbke
ENSMUSG00000042401,1,Crtac1
ENSMUSG00000042423,1,Fbrs
ENSMUSG00000042178,1,Armc5
ENSMUSG00000042165,1,Adrm1b
ENSMUSG00000041773,1,Enc1
ENSMUSG00000042055,1,Wdr11
ENSMUSG00000041777,1,Cir1
ENSMUSG00000041828,1,Abca8a
ENSMUSG00000041890,1,Git2
ENSMUSG00000041891,1,Lman1
ENSMUSG00000041895,1,Wipi1
ENSMUSG00000041915,1,Ammecr1l
ENSMUSG00000041926,1,Rnpep
ENSMUSG00000041936,1,Agrn
ENSMUSG00000041939,1,Mvk
ENSMUSG00000042396,1,Rbm7
ENSMUSG00000042348,1,Arl15
ENSMUSG00000041958,1,Pigs
ENSMUSG00000042312,1,S100a13
ENSMUSG00000041328,1,Pcf11
ENSMUSG00000041346,1,Wrap53
ENSMUSG00000041696,1,Rasl12
ENSMUSG00000041763,1,Tpp2
ENSMUSG00000042426,1,Dhx29
ENSMUSG00000042167,1,Tent2
ENSMUSG00000042207,1,Kdm5b
ENSMUSG00000042210,1,Abhd14a
ENSMUSG00000042228,1,Lyn
ENSMUSG00000042284,1,Itga1
ENSMUSG00000042286,1,Stab1
ENSMUSG00000042293,1,Gm5617
ENSMUSG00000042302,1,Ehbp1
ENSMUSG00000042303,1,Sgsm3
ENSMUSG00000042308,1,Setd1a
ENSMUSG00000041957,1,Pkp2
ENSMUSG00000041977,1,Arhgef11
X:108048000,1,NA
X:134703000,1,NA
X:134895000,1,NA
X:135737000,1,NA
X:138573000,1,NA
X:129366000,1,NA
X:129364000,1,NA
X:128564000,1,NA
X:12552000,1,NA
X:103555000,1,NA
X:104167000,1,NA
X:104841000,1,NA
X:105011000,1,NA
X:105012000,1,NA
X:105250000,1,NA
X:10528000,1,NA
X:105976000,1,NA
X:134791000,1,NA
X:134666000,1,NA
ENSMUSG00000042010,1,Acacb
X:134646000,1,NA
ENSMUSG00000042015,1,Wdr41
ENSMUSG00000042050,1,Dync2i1
ENSMUSG00000068580,1,Zfyve19
ENSMUSG00000068747,1,Sort1
ENSMUSG00000037993,1,Dhx38
X:13387000,1,NA
X:13038000,1,NA
X:13046000,1,NA
X:13158000,1,NA
X:13159000,1,NA
X:132987000,1,NA
X:133505000,1,NA
X:133704000,1,NA
X:133873000,1,NA
ENSMUSG00000115312,1,Gm8518
ENSMUSG00000117098,1,Gm49909
ENSMUSG00000117345,1,Gm7926
ENSMUSG00000041297,1,Cdk13
Y:66332000,1,NA
Y:80738000,1,NA
Y:90797000,1,NA
Y:90804000,1,NA
X:97992000,1,NA
X:97366000,1,NA
X:8020000,1,NA
X:97363000,1,NA
X:80863000,1,NA
X:8106000,1,NA
X:84676000,1,NA
X:9136000,1,NA
X:9192000,1,NA
X:9226000,1,NA
X:9301000,1,NA
X:9303000,1,NA
Y:68025000,1,NA
Y:62736000,1,NA
X:93320000,1,NA
Y:54656000,1,NA
X:73057000,1,NA
X:73058000,1,NA
X:73070000,1,NA
X:79502000,1,NA
X:7989000,1,NA
X:70358000,1,NA
X:97762000,1,NA
X:98117000,1,NA
X:98509000,1,NA
X:9904000,1,NA
Y:1048000,1,NA
Y:11857000,1,NA
Y:1260000,1,NA
Y:1268000,1,NA
Y:28534000,1,NA
X:93232000,1,NA
X:93579000,1,NA
X:72897000,1,NA
X:36177000,1,NA
X:36407000,1,NA
X:36455000,1,NA
X:37285000,1,NA
X:20264000,1,NA
X:169090000,1,NA
X:37701000,1,NA
X:169081000,1,NA
X:162759000,1,NA
X:162760000,1,NA
X:163155000,1,NA
X:163719000,1,NA
X:165171000,1,NA
X:165240000,1,NA
X:16553000,1,NA
X:166129000,1,NA
X:36355000,1,NA
X:36147000,1,NA
X:94463000,1,NA
X:36112000,1,NA
X:95210000,1,NA
X:95286000,1,NA
X:95527000,1,NA
X:70461000,1,NA
X:69503000,1,NA
X:162758000,1,NA
X:17422000,1,NA
X:20385000,1,NA
X:20565000,1,NA
X:20586000,1,NA
X:20721000,1,NA
X:20852000,1,NA
X:32946000,1,NA
X:35433000,1,NA
X:35860000,1,NA
X:72986000,1,NA
X:72725000,1,NA
ENSMUSG00000117438,1,Rpsa-ps7
X:100868000,1,NA
X:101557000,1,NA
X:102741000,1,NA
X:102806000,1,NA
JH584304.1:34000,1,NA
ENSMUSG00002075580,1,Gm56053
ENSMUSG00000120623,1,NA
ENSMUSG00002075486,1,Gm55632
ENSMUSG00000120718,1,NA
ENSMUSG00000120732,1,NA
ENSMUSG00000120819,1,NA
ENSMUSG00000120881,1,NA
ENSMUSG00000120947,1,NA
ENSMUSG00000121075,1,NA
ENSMUSG00000121086,1,NA
ENSMUSG00000121109,1,NA
X:101135000,1,NA
X:100726000,1,NA
ENSMUSG00000121445,1,NA
X:100303000,1,NA
ENSMUSG00000117679,1,Apbb3
ENSMUSG00000117804,1,Gm6252
ENSMUSG00000117942,1,Maskbp3
ENSMUSG00000120425,1,NA
ENSMUSG00000120570,1,NA
X:102973000,1,NA
ENSMUSG00002076142,1,Gm55406
JH584304.1:35000,1,NA
